,AppStore,2022-09-05,
4.499381,GooglePlay,2023-10-11,78841
4.893748263548148,AppStore,2023-10-11,392323
4.4989724,GooglePlay,2023-10-13,79017
4.893751765163871,AppStore,2023-10-13,393023
4.5,GooglePlay,2023-10-14,79051
4.893776777654882,AppStore,2023-10-14,393285
4.5017767,GooglePlay,2023-10-15,79091
4.893822354579365,AppStore,2023-10-15,393548
4.5031514,GooglePlay,2023-10-17,79175
4.893904601932928,AppStore,2023-10-17,394117
4.501362,GooglePlay,2023-10-18,79221
4.893913696021985,AppStore,2023-10-18,394443
4.495775,GooglePlay,2023-10-20,79333
4.893962558344386,AppStore,2023-10-20,395068
4.496529,GooglePlay,2023-10-21,79381
4.893978713286996,AppStore,2023-10-21,395364
4.495644,GooglePlay,2023-10-23,79532
4.893932317635031,AppStore,2023-10-23,396115
4.4942107,GooglePlay,2023-10-24,79606
4.893952500687244,AppStore,2023-10-24,396511
4.491424,GooglePlay,2023-10-25,79657
4.893980786096634,AppStore,2023-10-25,396796
4.4910846,GooglePlay,2023-10-26,79700
4.894007278405299,AppStore,2023-10-26,397065
4.4904094,GooglePlay,2023-10-27,79765
4.894017984552312,AppStore,2023-10-27,397341
4.488034,GooglePlay,2023-10-28,79815
4.894049861551578,AppStore,2023-10-28,397621
4.4854937,GooglePlay,2023-10-29,79887
4.894062802357287,AppStore,2023-10-29,397915
4.487851,GooglePlay,2023-10-30,79924
4.89409678618431,AppStore,2023-10-30,398156
4.486703,GooglePlay,2023-10-31,79986
4.894083694083694,AppStore,2023-10-31,398475
4.4838667,GooglePlay,2023-11-01,80038
4.894136558673284,AppStore,2023-11-01,398759
4.480574,GooglePlay,2023-11-02,80087
4.894151758081209,AppStore,2023-11-02,399043
4.479821,GooglePlay,2023-11-03,80126
4.894199806693609,AppStore,2023-11-03,399366
4.4759135,GooglePlay,2023-11-04,80193
4.894229277884235,AppStore,2023-11-04,399742
4.474734,GooglePlay,2023-11-05,80231
4.894277092620047,AppStore,2023-11-05,399989
4.475531,GooglePlay,2023-11-06,80305
4.894295213995049,AppStore,2023-11-06,400313
4.46986,GooglePlay,2023-11-07,80366
4.894328829076169,AppStore,2023-11-07,400658
4.460927,GooglePlay,2023-11-08,80439
4.894324047981247,AppStore,2023-11-08,400990
4.4562583,GooglePlay,2023-11-09,80484
4.894346383973406,AppStore,2023-11-09,401283
4.452927,GooglePlay,2023-11-10,80560
4.894335384485125,AppStore,2023-11-10,401563
4.450397,GooglePlay,2023-11-11,80630
4.894340805768929,AppStore,2023-11-11,401877
4.4468083,GooglePlay,2023-11-12,80719
4.894322342956439,AppStore,2023-11-12,402261
4.445832,GooglePlay,2023-11-13,80808
4.894398847734582,AppStore,2023-11-13,402685
4.4466605,GooglePlay,2023-11-14,80908
4.894448702778997,AppStore,2023-11-14,403131
4.4434466,GooglePlay,2023-11-15,80945
4.894392032243831,AppStore,2023-11-15,403426
4.441015,GooglePlay,2023-11-16,81011
4.894416014821934,AppStore,2023-11-16,403726
4.4412947,GooglePlay,2023-11-17,81043
4.894436812336786,AppStore,2023-11-17,403995
4.441475,GooglePlay,2023-11-18,81088
4.894422212219095,AppStore,2023-11-18,404318
4.4416676,GooglePlay,2023-11-19,81135
4.894456787957125,AppStore,2023-11-19,404621
4.4394426,GooglePlay,2023-11-20,81190
4.894479224547756,AppStore,2023-11-20,404925
4.438629,GooglePlay,2023-11-21,81249
4.894461362301531,AppStore,2023-11-21,405226
4.439888,GooglePlay,2023-11-22,81304
4.894508046957641,AppStore,2023-11-22,405557
4.4396324,GooglePlay,2023-11-22,81336
4.894496690619107,AppStore,2023-11-22,405665
